dot_number,legal_name,dba_name,phone,email,physical_address,physical_city,physical_state,physical_zip,power_units,drivers,inspection_date,oos_total,vehicle_oos,driver_oos,total_violations,inspection_state,inspection_level,safer_link
3765490,2 BYRDS TRUCKING LLC,,,,252 BLACKJACK OAK,SEGUIN,TX,78155,,,20260319,2,2,0,14,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3765490
3762214,GIANT TRUCKING LLC,,,,7044 SANCTUARY DR NW,PICKERINGTON,OH,43147,,,20260323,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3762214
3032736,PKD EXPRESS,,,,800 ROOSEVELT RD BLDG A STE355,GLEN ELYN,IL,60137,,,20260323,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3032736
990077,KLC BROKERAGE INC,,,,2111 EAST PRATT BLVD,ELK GROVE VILLAGE,IL,60007,,,20260323,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=990077
4478753,PCR TRANSPORTATION LLC,,,,8063 NW 66TH ST,MIAMI,FL,33166,,,20260315,1,0,1,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4478753
1424907,TORRES TWINS TRUCKING LLC,,,,6108 DARIO ST,MISSION TX,TX,78574,,,20260315,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1424907
2361921,FOURWIDE TRANSPORTATION LLC,,,,8300 S 10TH ST,MCALLEN,TX,78503,,,20260319,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2361921
2555576,TRANSLIQUID TECHNOLOGIES LLC,,,,10120 HIRSCH RD,HOUSTON,TX,77016,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2555576
2844363,CISNEROS TRANSPORTATION SERVICES LLC,,,,322 BLINKIN AVE,CROSBY,TX,77532,,,20260324,1,1,0,12,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2844363
379133,MCCOYS BUILDING SUPPLY-MC RELOAD,,,,1350 IH 35N,SAN MARCOS,TX,78667,,,20260318,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=379133
711140,AUTO FLETES INTERNACIONALES HALCON SC,,,,AV INDUSTRIAL RIO SAN JUAN SN INT LOTE 1 A,REYNOSA,TA,88736,,,20260323,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=711140
2297595,JIT TRANSPORT LLC,,,,23856 MINES ROAD,LAREDO,TX,78045,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2297595
3424728,SECURE TRUCKING LLC,,,,358 LLANO DR,FORNEY,TX,75126,,,20260323,1,1,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3424728
683428,OPERADORA DE TRANSPORTE INTERNACIONAL SA DE CV,,,,RAMON RAYON  # 521,CD JUAREZ,CI,32590,,,20260324,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=683428
1939214,RANPARR INC,,,,10207 GARDNER RD,DALLAS,TX,75220,,,20260323,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1939214
2392247,PETRO MAX TRANSPORTS LLC,,,,8040 WALLACE ROAD,FORT WORTH,TX,76135,,,20260323,1,1,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2392247
3369225,ELIUD ZAPATA TORRES,,,,FUENTE DE DIANA 1055-A,REYNOSA,TA,88740,,,20260319,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3369225
4214720,JOY TRUCKING LLC,,,,679 E NEES AVE,FRESNO,CA,93720,,,20260316,1,0,1,1,TX,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4214720
3990420,TRANSPORTES FEROD LOGISTICS S DE RL DE CV,,,,GOLFO DE MEXICO 27,MATAMOROS,TA,87456,,,20260320,1,1,0,12,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3990420
4545648,LEON AUTOS & TRANSPORT,,,,133 LANDOVER CIR,BRUNSWICK,GA,31525-0525,,,20260316,2,1,1,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4545648
4285651,FPP TRUCKING LLC,,,,103 HALIFAX CIR,PALMER,TX,75152-9717,,,20260324,2,1,1,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4285651
4431781,DST SAND & GRAVEL LLC,,,,745 COUNTY ROAD 381,CLEVELAND,TX,77328-5253,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4431781
4382831,BURKE GLOBAL LOGISTICS LLC,,,,7100 BISCAYNE BLVD STE 305,MIAMI,FL,33138,,,20260319,1,0,1,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4382831
1243338,P&S TRANSPORTATION,,,,1810 AVENUE C,ENSLEY,AL,35218,,,20260324,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1243338
2445231,MICHAEL DAVID SAUER AND DEBRA LEE SAUER,,,,6625 STEWART BLVD,THE COLONY,TX,75056,,,20260324,1,1,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2445231
3217796,CESAR OCTAVIO DELGADO CARRILLO,,,,BOSQUE DE JACARANDAS 8616,JUAREZ,CI,32539,,,20260324,2,2,0,13,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3217796
1300094,S & S TRUCKING,,,,8641 LIVE OAK AVE,FONTANA,CA,92335,,,20260320,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1300094
3586792,JOSE ALFREDO JIMENEZ CAMACHO,,,,AV ISRAEL ESQ 308,REYNOSA,TA,88730,,,20260319,2,2,0,10,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3586792
1730104,RAYFORD MCCRACKEN,,,,2501 HARRIS RD,MARSHALL,TX,75672-0722,,,20260323,2,2,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1730104
2567039,DEVOE COMPANIES LLC,,,,25376 COUNTRY ROAD 48,KERSEY,CO,80644,,,20260319,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2567039
3217181,3F TRUCKING LLC,,,,PO BOX 767,PERRYTON,TX,79070-0767,,,20260320,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3217181
2374759,JDK TRANSPORT CORPORATION,,,,182 EL PICO RD,LAREDO,TX,78045,,,20260318,2,2,0,10,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2374759
4041960,MOS CONSTRUCTION LLC,,,,1411 SOUTHPOINT DR,SAN MARCOS,TX,78666,,,20260318,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4041960
3033097,ID TRANSPORT SERVICES LLC,,,,10716 HWY 191 SUITE 8,MIDLAND,TX,79707,,,20260318,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3033097
4065431,VIKI INC,,,,504 SLINGERLAND DR,SCHAUMBURG,IL,60193,,,20260320,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4065431
3846786,3ANGRASS TRUCKING LLC,,,,4811 MAGNOLIA CREEK RD,HOUSTON,TX,77084,,,20260320,1,0,1,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3846786
2201992,REYNOL M CHAPA,,,,1284 PAREDES LINE RD STE 2,BROWNSVILLE,TX,78521,,,20260321,2,1,1,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2201992
3604117,E M TRANSPORTES SA DE CV,,,,CARR MIGUEL ALEMAN-MONTERREY 896,MIGUEL ALEMAN,TA,88300,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3604117
4246768,YE SERVICES LLC,,,,6257 E HIGHWAY 107,EDINBURG,TX,78542,,,20260323,2,2,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4246768
4410284,MANEJO DE ACTIVOS EN TRANSFERENCIA S DE RL DE CV,,,,SANTOS DEGOLLADO 613,MONTERREY,NL,64000,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4410284
2993448,Y LOPEZ CONCRETE LLC,,,,907 ROYSE RIDGE RD,ENNIS,TX,75119,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2993448
4099601,VALLEY STEEL RECYCLING LLC,,,,5800 HONDURAS AVE,MCALLEN,TX,78503,,,20260320,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4099601
2937836,TRANSPORTES ESPINO,,,,BRECHA 116 S/N,RIO BRAVO,TA,88803,,,20260322,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2937836
2635435,STAR TRUCKING INC,,,,24433 CONCORD POND ROAD,SEAFORD,DE,19973,,,20260317,1,0,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2635435
3684233,SYNOLO MATERIALS LLC,,,,3149 CENTER POINT DR STE A,EDINBURG,TX,78539-7102,,,20260320,1,1,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3684233
2937836,TRANSPORTES ESPINO,,,,BRECHA 116 S/N,RIO BRAVO,TA,88803,,,20260320,1,1,0,10,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2937836
3700803,LIBERTY TRANSPORT CORP,,,,6 HILDRETH ST UNIT 6,LOWELL,MA,01850,,,20260303,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3700803
3606104,G & G CARRIERS LLC,,,,8615 CASA VERDE RD,LAREDO,TX,78041,,,20260324,3,3,0,12,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3606104
3834189,MONARCH CONCRETE PUMPING LLC,,,,1709 YUCCA DR,DALLAS,TX,75217,,,20260320,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3834189
4419970,CAM EXPRESS LLC,,,,7918 CYPRESS COUNTRY DR,CYPRESS,TX,77433,,,20260316,1,0,1,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4419970
4025273,JARA TRANSPORT LLC,,,,1038 S ALAMO RD,EDINBURG,TX,78542,,,20260316,1,0,1,6,TX,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4025273
4483603,HEAVY LEGACY LLC,,,,618 SUMMER TRACE LN,RICHMOND,TX,77406,,,20260317,1,1,0,7,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4483603
2356208,STUDENT TRANSPORTATION OF AMERICA INC,,,,1081 LOVERS LANE,BASTROP,TX,78602,,,20260316,1,1,0,3,TX,5,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2356208
3354211,MODESTO LOGISTICS LLC,,,,2300 VALLEY VIEW LN STE 514,IRVING,TX,75062,,,20260318,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3354211
3486960,DWHT LLC,,,,1573 SOMERSET RD,SAN ANTONIO,TX,78211,,,20260318,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3486960
4316755,HILL COUNTRY DUMPSTER RENTALS LLC,,,,3769 JUNCTION HWY,INGRAM,TX,78025,,,20260318,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4316755
1148259,AUTOTRANSPORTES ROMEDU SA DE CV,,,,CARR LAURO VILLAR KM 9 5,MATAMOROS,TA,87540,,,20260323,1,1,0,1,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1148259
1160234,ALFREDO QUINTERO VILLAFUERTE,,,,AVE MEXICO NTE 145,VICTORIA,TA,87019,,,20260323,2,1,1,16,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1160234
2630481,A OVIEDO TRUCKING LLC,,,,12915 AMBROSE ST,HOUSTON,TX,77045,,,20260318,1,1,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2630481
2880580,JDC LOGISTICS LLC,,,,5901 LAKEVIEW CT,HALTOM CITY,TX,76137,,,20260323,3,1,2,8,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2880580
1771021,TRUJILLO TRANSFER,,,,AVENIDA LONDRES  845,NUEVO LAREDO,TA,88120,,,20260318,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1771021
2307441,K & K LOGISTICS LLC,,,,4400 JASMINE VALLEY CT,LOUISVILLE,KY,40299,,,20260321,4,4,0,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2307441
2171891,TIPTON HAY FARMS LLC,,,,799 SOUTH PRAIRIE LANE,MARSHFIELD,MO,65706,,,20260324,2,2,0,2,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2171891
3002294,S & S LOGISTICS INC,,,,621 PLAINFIELD RD STE 309,WILLOWBROOK,IL,60527,,,20260323,1,0,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3002294
1070464,LIQUID ENVIRONMENTAL SOLUTIONS,,,,7651 ESTERS BLVD SUITE 200,IRVING,TX,75063,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1070464
3282632,DAVID GOMEZ SANCHEZ,,,,LAZARO CARDENAS SN,VALLE HERMOSO,TA,87506,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3282632
4278585,VENADITOS TRUCKING S DE RL DE CV,,,,NICARAGUA MANZANA I LOTE 1,ZAMORA,MC,59699,,,20260323,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4278585
557676,TRANSPORTES DE CARGA SAUL SALINAS SA DE CV,,,,AVE JOSE VASCONCELOS Y 1A,VALLE HERMOSO,TA,87500,,,20260318,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=557676
3023576,INTERNATIONAL TRADE COMPLIANCE SERVICES SA DE CV,,,,ANONA # 5213,NUEVO LAREDO,TA,88290,,,20260324,1,1,0,7,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3023576
1716824,AUTOTRANSPORTES VARELA,,,,LLANO ALTO #1001 A,REYNOSA,TA,88615,,,20260313,1,1,0,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1716824
3174806,IR TRANSFER,,,,FLOR DE OLIVO 107,REYNOSA,TA,88730,,,20260322,3,3,0,22,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3174806
3489517,PABLO LUIS SALAZAR RAMOS,,,,PRIVADA LOS OLMOS NO EXT 2000,GUADALUPE,NL,67170,,,20260322,4,3,1,24,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3489517
2981709,JOSE INES RICO HERNANDEZ,,,,CALLEJON 2 #200,MATAMOROS,TA,87310,,,20260323,2,2,0,17,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2981709
3719791,JOSE LUIS VARELA REYES,,,,JALISCO 1102,REYNOSA,TA,88910,,,20260313,1,1,0,13,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3719791
2138515,CORPORACION CLC SOLUTIONS S DE RL DE CV,,,,ARCO VIAL #5,APODACA,NL,66613,,,20260313,3,2,1,8,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2138515
1973114,LEE'S UNITED CONSTRUCTION SERVICES INC,,,,543 FM 496,ZAPATA,TX,78076,,,20260316,2,2,0,11,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1973114
1098177,TRANSPORTES ROLESA SA DE CV,,,,REGULO PERALES TEJEDA 300 SUR,ALLENDE,NL,67350,,,20260318,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1098177
1954203,HMR TRANSPORT INC,,,,5367 N STATE HWY 71,EL CAMPO,TX,77437,,,20260323,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1954203
4093610,TRANSPORTES CESEFE SA DE CV,,,,SANTA CECILIA KM 180 402,CASTANOS,CH,25870,,,20260323,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4093610
4406525,W G 7 CONSTRUCTION LLC,,,,7103 CAROTHERS ST,HOUSTON,TX,77028-2309,,,20260321,4,2,2,13,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4406525
2399258,TYCOON TRUCKING INC,,,,217 SHADY DR,ONALASKA,TX,77360,,,20260323,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2399258
2358269,D' LA ROSA TRANSPORT LLC,,,,717 W 27TH ST,MISSION,TX,78574,,,20260323,2,2,0,14,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2358269
2561661,DELSA LOGISTICS,,,,BLVD REPUBLICA #1500,PIEDRAS NEGRAS,CH,26095,,,20260323,1,1,0,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2561661
185040,OKLAHOMA TANK LINES,,,,4312 S GEORGIA PLACE,OKLAHOMA CITY,OK,73129-7972,,,20260318,1,1,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=185040
337587,MARITIME SERVICES LTD,,,,8200 TELEPHONE RD,HOUSTON,TX,77061,,,20260318,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=337587
3588697,ALLUDROP INC,,,,915 FINN ROAD SUITE 130,HUTCHINS,TX,75172,,,20260321,1,1,0,5,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3588697
2812106,CHACON HAULERS LLC,,,,6184 STATE HIGHWAY 160,WHITEWRIGHT,TX,75491,,,20260324,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2812106
3940766,JML XPRESS INC,,,,509 SHILOH DR APT 6,LAREDO,TX,78045,,,20260302,2,0,2,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3940766
711125,TRANSPORTADORA NORTE DE CHIHUAHUA S A DE C V,,,,COPENHAGUE #4210,CD JUAREZ,CI,32310,,,20260324,1,1,0,6,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=711125
849615,GILBERTS TRUCKING,,,,948 CR 228A,DENVER CITY,TX,79323,,,20260310,2,2,0,12,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=849615
2377222,JCR CARRIERS INC,,,,1402 W 11TH ST,PLAINVIEW,TX,79072,,,20260310,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2377222
1948343,J LOZANO TRANSPORT LLC,,,,199 SALINAS AVE,RIO GRANDE CITY,TX,78582,,,20260322,1,0,1,1,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1948343
1649689,RTG,,,,CARRETERA S/N,MATAMOROS,TA,87324,,,20260318,1,1,0,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1649689
1191787,FRANCISCO RENE SANCHEZ GODINA,,,,LOMA ALTA  105,REYNOSA,TA,88700,,,20260313,3,3,0,16,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1191787
3121159,JOHN PANIAGUA,,,,1082 E COUNTY ROAD 5718,NATALIA,TX,78059,,,20260319,1,1,0,7,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3121159
4288491,LCR TRANSPORTATION LLC,,,,7610 ROCIO DR APT 602,LAREDO,TX,78041,,,20260320,1,1,0,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4288491
4410129,NATALIA ITZEL HERNANDEZ ESTUDILLO,,,,CUMBRES DE ACUTZINGO 530,REYNOSA,TA,88780,,,20260323,3,3,0,17,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4410129
3922315,MANUEL PANTOJA DEBORA,,,,NARDOS 367,REYNOSA,TA,88715,,,20260312,1,1,0,12,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3922315
4410284,MANEJO DE ACTIVOS EN TRANSFERENCIA S DE RL DE CV,,,,SANTOS DEGOLLADO 613,MONTERREY,NL,64000,,,20260324,1,0,1,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4410284
4421648,JIMMY DANNY TRUCKING LLC,,,,17646 FM 2556,SANTA ROSA,TX,78593-2113,,,20260320,1,1,0,9,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4421648
2356208,STUDENT TRANSPORTATION OF AMERICA INC,,,,1081 LOVERS LANE,BASTROP,TX,78602,,,20260316,1,1,0,4,TX,5,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2356208
2356208,STUDENT TRANSPORTATION OF AMERICA INC,,,,1081 LOVERS LANE,BASTROP,TX,78602,,,20260316,2,2,0,5,TX,5,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2356208
2108329,TRUE CARGO TRANSPORT LLC,,,,4755 MAR ST,BROWNSVILLE,TX,78521,,,20260324,1,0,1,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2108329
1258375,E WAY LOGISTIC INC,,,,3709 SHERRI ST,SELMA,CA,93662,,,20260324,1,1,0,4,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1258375
